Date,Open,High,Low,Close,Adj Close,Volume
2023-09-21,136.52000427246094,136.97999572753906,133.52999877929688,133.5500030517578,130.5673065185547,1001300
2023-09-22,133.5,133.66000366210938,132.08999633789062,132.25,129.2963409423828,1071900
2023-09-25,131.60000610351562,132.86000061035156,131.4199981689453,132.6999969482422,129.7362823486328,897200
2023-09-26,132.27999877929688,133.24000549316406,129.6300048828125,129.63999938964844,126.74462890625,1166600
2023-09-27,129.33999633789062,130.02000427246094,126.16999816894531,126.33999633789062,123.51832580566406,1426500
2023-09-28,126.86000061035156,126.86000061035156,123.04000091552734,123.58000183105469,120.81998443603516,2229700
2023-09-29,125.20999908447266,125.30000305175781,122.2699966430664,123.83000183105469,121.06439208984375,1962200
2023-10-02,123.0,123.33999633789062,118.97000122070312,119.75,117.07551574707031,1688700
2023-10-03,119.1500015258789,119.19999694824219,115.38999938964844,117.0,114.3869400024414,2451100
2023-10-04,118.0,119.4800033569336,115.83000183105469,119.3499984741211,116.6844482421875,1565200
2023-10-05,119.12999725341797,119.87000274658203,117.8499984741211,118.7300033569336,116.07830047607422,1105000
2023-10-06,117.0,119.30000305175781,115.66999816894531,118.8499984741211,116.19561767578125,1240700
2023-10-09,118.69000244140625,120.81999969482422,118.47000122070312,120.80000305175781,118.10206604003906,1089300
2023-10-10,120.87000274658203,122.73999786376953,120.75,121.86000061035156,119.13839721679688,1222200
2023-10-11,122.69000244140625,123.37000274658203,120.55000305175781,122.22000122070312,119.4903564453125,956000
2023-10-12,121.37000274658203,121.9800033569336,117.88999938964844,118.33000183105469,115.68722534179688,1390000
2023-10-13,118.33000183105469,120.44000244140625,116.93000030517578,118.04000091552734,115.4037094116211,1720100
2023-10-16,118.51000213623047,120.04000091552734,117.04000091552734,119.9800033569336,117.3003921508789,1628800
2023-10-17,118.97000122070312,120.41999816894531,118.73999786376953,120.30000305175781,117.61323547363281,1404500
2023-10-18,120.08999633789062,120.48999786376953,116.45999908447266,118.13999938964844,115.50147247314453,1541100
2023-10-19,117.4800033569336,119.18000030517578,116.88999938964844,117.0199966430664,114.40648651123047,1376800
2023-10-20,116.80000305175781,117.75,115.63999938964844,115.80000305175781,113.2137451171875,1340000
2023-10-23,114.62000274658203,116.80000305175781,114.25,115.5,112.9204330444336,1054700
2023-10-24,116.83999633789062,118.51000213623047,116.26000213623047,117.7699966430664,115.13973236083984,996400
2023-10-25,117.29000091552734,117.29000091552734,115.66999816894531,116.5,113.89810180664062,1049000
2023-10-26,117.12000274658203,119.08999633789062,116.9800033569336,118.0199966430664,115.3841552734375,966500
2023-10-27,117.70999908447266,118.01000213623047,115.9000015258789,116.38999938964844,113.79056549072266,843900
2023-10-30,116.68000030517578,117.62000274658203,115.5199966430664,116.70999908447266,114.10340881347656,1178900
2023-10-31,117.0199966430664,118.12000274658203,116.31999969482422,117.6500015258789,115.02242279052734,1452300
2023-11-01,117.58999633789062,119.44000244140625,115.98999786376953,118.80000305175781,116.14673614501953,1426200
2023-11-02,120.23999786376953,125.16000366210938,120.23999786376953,124.48999786376953,121.70965576171875,1883600
2023-11-03,127.16000366210938,131.49000549316406,126.88999938964844,130.0399932861328,127.13568115234375,2506500
2023-11-06,130.0800018310547,131.25,127.26000213623047,127.58000183105469,124.73064422607422,1236100
2023-11-07,128.6999969482422,130.1699981689453,126.62000274658203,126.86000061035156,124.02671813964844,1186400
2023-11-08,126.55000305175781,126.55000305175781,125.33999633789062,126.13999938964844,123.32280731201172,831100
2023-11-09,126.41999816894531,126.58000183105469,123.94000244140625,124.2699966430664,121.49457550048828,929100
2023-11-10,124.98999786376953,124.98999786376953,122.94000244140625,123.5,120.74176788330078,981100
2023-11-13,122.41999816894531,122.83000183105469,121.11000061035156,121.79000091552734,119.75650024414062,930600
2023-11-14,126.45999908447266,129.9199981689453,125.91999816894531,129.74000549316406,127.5737533569336,1584200
2023-11-15,129.83999633789062,131.55999755859375,127.86000061035156,130.4499969482422,128.2718963623047,1508500
2023-11-16,131.72000122070312,133.0,130.83999633789062,130.99000549316406,128.80288696289062,1346100
2023-11-17,131.5500030517578,132.14999389648438,130.6300048828125,132.10000610351562,129.89434814453125,1161500
2023-11-20,130.86000061035156,131.99000549316406,129.5,130.6699981689453,128.48822021484375,1465800
2023-11-21,130.97000122070312,131.75,130.1300048828125,130.8300018310547,128.6455535888672,1093100
2023-11-22,131.72999572753906,132.3699951171875,130.41000366210938,130.47000122070312,128.2915802001953,1021800
2023-11-24,130.35000610351562,132.05999755859375,130.08999633789062,132.05999755859375,129.85501098632812,595700
2023-11-27,131.64999389648438,132.24000549316406,130.60000610351562,130.75,128.56689453125,1244900
2023-11-28,130.38999938964844,131.75,129.97999572753906,130.66000366210938,128.47840881347656,1048300
2023-11-29,131.44000244140625,132.5399932861328,130.49000549316406,131.22000122070312,129.029052734375,960500
2023-11-30,131.75999450683594,132.91000366210938,130.88999938964844,131.83999633789062,129.63868713378906,2075600
2023-12-01,131.57000732421875,133.42999267578125,130.6300048828125,133.24000549316406,131.01531982421875,1063800
2023-12-04,131.92999267578125,133.82000732421875,131.77000427246094,133.13999938964844,130.91697692871094,801900
2023-12-05,132.86000061035156,133.00999450683594,130.58999633789062,131.3800048828125,129.18638610839844,814200
2023-12-06,132.2100067138672,133.0399932861328,131.7100067138672,132.6999969482422,130.4843292236328,720000
2023-12-07,133.0399932861328,133.4499969482422,131.75999450683594,132.5500030517578,130.33685302734375,790900
2023-12-08,132.16000366210938,132.2100067138672,130.91000366210938,131.35000610351562,129.15687561035156,714800
